"EntrezID_Human"	"go_name"
79414	"synapse adhesion between pre- and post-synapse (GO:0099560)"
79414	"integral component of postsynaptic density membrane (GO:0099061)"
78999	"regulation of presynapse assembly (GO:1905606)"
78999	"regulation of postsynaptic density assembly (GO:0099151)"
78999	"integral component of postsynaptic density membrane (GO:0099061)"
78999	"synapse adhesion between pre- and post-synapse (GO:0099560)"
145581	"synapse adhesion between pre- and post-synapse (GO:0099560)"
145581	"integral component of postsynaptic density membrane (GO:0099061)"
145581	"regulation of presynapse assembly (GO:1905606)"
64101	"synapse adhesion between pre- and post-synapse (GO:0099560)"
64101	"modulation of chemical synaptic transmission (GO:0050804)"
64101	"integral component of postsynaptic density membrane (GO:0099061)"
94030	"synapse adhesion between pre- and post-synapse (GO:0099560)"
94030	"regulation of postsynaptic density assembly (GO:0099151)"
94030	"integral component of postsynaptic density membrane (GO:0099061)"
94030	"regulation of presynapse assembly (GO:1905606)"
57689	"integral component of postsynaptic density membrane (GO:0099061)"
57689	"synapse adhesion between pre- and post-synapse (GO:0099560)"
57689	"modulation of chemical synaptic transmission (GO:0050804)"
57554	"integral component of postsynaptic density membrane (GO:0099061)"
120892	"presynaptic cytosol (GO:0099523)"
120892	"regulation of synaptic vesicle endocytosis (GO:1900242)"
120892	"presynaptic cytosol (GO:0099523)"
347730	"regulation of postsynaptic density assembly (GO:0099151)"
347730	"regulation of presynapse assembly (GO:1905606)"
347730	"integral component of postsynaptic membrane (GO:0099055)"
347730	"integral component of postsynaptic specialization membrane (GO:0099060)"
26045	"regulation of postsynaptic density assembly (GO:0099151)"
26045	"integral component of postsynaptic density membrane (GO:0099061)"
26045	"integral component of postsynaptic specialization membrane (GO:0099060)"
347731	"regulation of presynapse assembly (GO:1905606)"
347731	"integral component of postsynaptic density membrane (GO:0099061)"
80059	"regulation of synapse assembly (GO:0051963)"
80059	"synapse (GO:0045202)"
80059	"integral component of postsynaptic density membrane (GO:0099061)"
4067	"postsynaptic specialization, intracellular component (GO:0099091)"
11178	"anchored component of postsynaptic density membrane (GO:0099031)"
11178	"regulation of postsynapse assembly (GO:0150052)"
9762	"postsynaptic density (GO:0014069)"
9762	"regulation of postsynapse assembly (GO:0150052)"
8567	"anterograde synaptic vesicle transport (GO:0048490)"
8567	"synapse (GO:0045202)"
9223	"presynapse (GO:0098793)"
9863	"extrinsic component of postsynaptic membrane (GO:0098890)"
9863	"regulation of synaptic membrane adhesion (GO:0099179)"
9863	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
9863	"structural constituent of postsynaptic specialization (GO:0098879)"
9863	"structural constituent of postsynaptic density (GO:0098919)"
9863	"postsynaptic density (GO:0014069)"
260425	"synapse (GO:0045202)"
114569	"integral component of synaptic vesicle membrane (GO:0030285)"
84557	"synapse (GO:0045202)"
4133	"postsynapse (GO:0098794)"
5604	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
5604	"postsynaptic density (GO:0014069)"
5594	"postsynaptic density (GO:0014069)"
5602	"postsynaptic Golgi apparatus (GO:0150051)"
5602	"neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)"
1432	"regulation of synaptic membrane adhesion (GO:0099179)"
5595	"modulation of chemical synaptic transmission (GO:0050804)"
5599	"modulation of chemical synaptic transmission (GO:0050804)"
5601	"modulation of chemical synaptic transmission (GO:0050804)"
4082	"postsynaptic cytoskeleton (GO:0099571)"
4082	"presynaptic cytosol (GO:0099523)"
4082	"anchored component of presynaptic membrane (GO:0099026)"
4082	"anchored component of postsynaptic membrane (GO:0099025)"
4082	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
65108	"anchored component of presynaptic membrane (GO:0099026)"
65108	"synaptic vesicle (GO:0008021)"
65108	"presynaptic cytosol (GO:0099523)"
65108	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
2011	"postsynapse (GO:0098794)"
2011	"regulation of postsynapse organization (GO:0099175)"
55784	"synaptic vesicle exocytosis (GO:0016079)"
266727	"regulation of presynapse assembly (GO:1905606)"
266727	"regulation of synaptic membrane adhesion (GO:0099179)"
161357	"regulation of presynapse assembly (GO:1905606)"
161357	"regulation of synaptic membrane adhesion (GO:0099179)"
4204	"regulation of synapse organization (GO:0050807)"
8777	"postsynaptic density (GO:0014069)"
4355	"structural constituent of postsynaptic density (GO:0098919)"
4355	"anchored component of postsynaptic density membrane (GO:0099031)"
128308	"synapse (GO:0045202)"
2475	"regulation of translation at synapse, modulating synaptic transmission (GO:0099547)"
2475	"postsynaptic cytosol (GO:0099524)"
4628	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
4628	"postsynaptic actin cytoskeleton (GO:0098871)"
4628	"postsynaptic actin cytoskeleton organization (GO:0098974)"
4644	"postsynapse (GO:0098794)"
4644	"postsynaptic actin cytoskeleton (GO:0098871)"
4644	"regulation of postsynaptic cytosolic calcium levels (GO:0099566)"
4644	"establishment of endoplasmic reticulum localization to postsynapse (GO:0099089)"
4644	"postsynaptic SER"
4644	"transport"
4645	"postsynaptic actin cytoskeleton (GO:0098871)"
4645	"modulation of chemical synaptic transmission (GO:0050804)"
4645	"regulation of modification of postsynaptic structure (GO:0099159)"
4645	"postsynapse (GO:0098794)"
4645	"synaptic vesicle recycling via endosome (GO:0036466)"
4645	"postsynaptic recycling endosome membrane (GO:0098944)"
4645	"neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)"
4646	"postsynaptic neurotransmitter receptor endocytosis (GO:0098884)"
4646	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
4646	"postsynaptic actin cytoskeleton (GO:0098871)"
4646	"postsynaptic density (GO:0014069)"
4646	"presynaptic endocytic zone (GO:0098833)"
4649	"postsynaptic specialization organization (GO:0099084)"
4649	"postsynapse (GO:0098794)"
8775	"synaptic vesicle priming (GO:0016082)"
8775	"regulation of synaptic vesicle priming (GO:0010807)"
8775	"presynapse (GO:0098793)"
8775	"presynaptic active zone membrane (GO:0048787)"
8775	"postsynapse (GO:0098794)"
63908	"regulation of synaptic vesicle priming (GO:0010807)"
63908	"postsynapse (GO:0098794)"
63908	"presynaptic active zone membrane (GO:0048787)"
63908	"presynapse (GO:0098793)"
8774	"synapse (GO:0045202)"
26960	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
26960	"extrinsic component of postsynaptic membrane (GO:0098890)"
26960	"synapse organization (GO:0050808)"
4684	"modulation of chemical synaptic transmission (GO:0050804)"
4684	"synapse adhesion between pre- and post-synapse (GO:0099560)"
4684	"integral component of presynaptic membrane (GO:0099056)"
4684	"integral component of postsynaptic membrane (GO:0099055)"
1463	"modulation of chemical synaptic transmission (GO:0050804)"
1463	"perisynaptic extracellular matrix (GO:0098966)"
1463	"regulation of postsynapse organization (GO:0099175)"
1463	"perisynaptic extracellular matrix (GO:0098966)"
1463	"synapse (GO:0045202)"
10787	"regulation of synapse organization (GO:0050807)"
10787	"postsynapse (GO:0098794)"
23413	"postsynaptic cytosol (GO:0099524)"
23413	"presynaptic cytosol (GO:0099523)"
23413	"regulation of synaptic vesicle exocytosis (GO:2000300)"
23413	"postsynapse (GO:0098794)"
23413	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
23385	"integral component of presynaptic membrane (GO:0099056)"
25977	"presynaptic endocytosis (GO:0140238)"
25977	"presynapse (GO:0098793)"
5818	"integral component of presynaptic active zone membrane (GO:0099059)"
5818	"regulation of synapse organization (GO:0050807)"
25945	"integral component of postsynaptic density membrane (GO:0099061)"
4734	"regulation protein catabolic process at postsynapse (GO:0140252)"
4734	"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)"
4734	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
4734	"postsynaptic cytosol (GO:0099524)"
4744	"structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)"
4744	"postsynaptic intermediate filament cytoskeleton (GO:0099160)"
4744	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
4747	"postsynaptic intermediate filament cytoskeleton (GO:0099160)"
4747	"regulation of synapse maturation (GO:0090128)"
4747	"structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)"
4747	"presynaptic intermediate filament cytoskeleton (GO:0099182)"
4747	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
4741	"presynaptic intermediate filament cytoskeleton (GO:0099182)"
4741	"postsynaptic intermediate filament cytoskeleton (GO:0099160)"
81832	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
81832	"anterograde axonal transport of neurotransmitter receptor complex (GO:0140231)"
81832	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
81832	"integral component of postsynaptic density membrane (GO:0099061)"
81831	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
81831	"integral component of postsynaptic density membrane (GO:0099061)"
81831	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
81831	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
4763	"postsynaptic signaling pathway (GO:0098926)"
4763	"regulation of modification of postsynaptic structure (GO:0099159)"
4763	"regulation of postsynapse organization (GO:0099175)"
25983	"postsynapse (GO:0098794)"
25983	"regulation of translation at postsynapse (GO:0140245)"
25983	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
25791	"postsynapse (GO:0098794)"
25791	"regulation of synapse disassembly (GO:1905806)"
4804	"integral component of presynaptic membrane (GO:0099056)"
4804	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
22871	"integral component of postsynaptic specialization membrane (GO:0099060)"
22871	"postsynaptic specialization assembly (GO:0098698)"
22871	"synapse adhesion between pre- and post-synapse (GO:0099560)"
22871	"regulation of presynapse organization (GO:0099174)"
57555	"integral component of postsynaptic specialization membrane (GO:0099060)"
57555	"regulation of presynapse assembly (GO:1905606)"
57555	"postsynaptic specialization assembly (GO:0098698)"
54413	"integral component of postsynaptic specialization membrane (GO:0099060)"
54413	"postsynaptic specialization assembly (GO:0098698)"
57502	"integral component of postsynaptic specialization membrane (GO:0099060)"
22829	"integral component of postsynaptic specialization membrane (GO:0099060)"
4842	"synaptic signaling by nitric oxide (GO:0099163)"
4842	"postsynaptic density, intracellular component (GO:0099092)"
4842	"postsynaptic specialization, intracellular component (GO:0099091)"
4842	"regulation of postsynaptic membrane potential (GO:0060078)"
9722	"postsynaptic actin cytoskeleton organization (GO:0098974)"
9722	"presynapse (GO:0098793)"
9722	"postsynapse (GO:0098794)"
8620	"neuronal dense core vesicle (GO:0098992)"
4878	"synaptic signaling via neuropeptide (GO:0099538)"
27020	"integral component of postsynaptic density membrane (GO:0099061)"
27020	"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)"
27020	"integral component of presynaptic active zone membrane (GO:0099059)"
27020	"synaptic membrane (GO:0097060)"
4884	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
4884	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
4884	"postsynaptic density assembly (GO:0097107)"
4884	"synaptic cleft (GO:0043083)"
4885	"extrinsic component of postsynaptic specialization membrane (GO:0098892)"
4885	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
4885	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
4885	"synaptic cleft (GO:0043083)"
23467	"regulation of postsynaptic specialization assembly (GO:0099150)"
23467	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
23467	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
4852	"neuronal dense core vesicle (GO:0098992)"
4852	"regulation of synaptic vesicle exocytosis (GO:2000300)"
4852	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
4852	"synaptic signaling via neuropeptide (GO:0099538)"
4886	"regulation of synaptic vesicle exocytosis (GO:2000300)"
4886	"synaptic signaling via neuropeptide (GO:0099538)"
4886	"integral component of presynaptic membrane (GO:0099056)"
4886	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
4886	"neuronal dense core vesicle (GO:0098992)"
4887	"synaptic signaling via neuropeptide (GO:0099538)"
4887	"presynapse (GO:0098793)"
4889	"synaptic signaling via neuropeptide (GO:0099538)"
4889	"presynapse (GO:0098793)"
2908	"postsynaptic density, intracellular component (GO:0099092)"
4306	"regulation of postsynaptic membrane potential (GO:0060078)"
4306	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
4306	"presynaptic active zone cytoplasmic component (GO:0098831)"
4306	"postsynaptic density, intracellular component (GO:0099092)"
4897	"regulation of postsynapse organization (GO:0099175)"
4897	"integral component of postsynaptic density membrane (GO:0099061)"
4897	"integral component of postsynaptic membrane (GO:0099055)"
3084	"postsynapse to nucleus signaling pathway (GO:0099527)"
3084	"regulation of presynapse assembly (GO:1905606)"
3084	"integral component of presynaptic active zone membrane (GO:0099059)"
3084	"postsynapse (GO:0098794)"
3084	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
3084	"synapse adhesion between pre- and post-synapse (GO:0099560)"
3084	"integral component of postsynaptic density membrane (GO:0099061)"
9542	"regulation of synapse assembly (GO:0051963)"
9542	"regulation of synapse maturation (GO:0090128)"
10718	"synapse assembly (GO:0007416)"
10718	"synapse (GO:0045202)"
10718	"modulation of chemical synaptic transmission (GO:0050804)"
4900	"postsynapse (GO:0098794)"
4900	"postsynaptic membrane (GO:0045211)"
4900	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
51299	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
51299	"transport"
8829	"postsynapse organization (GO:0099173)"
8829	"integral component of postsynaptic membrane (GO:0099055)"
8828	"integral component of postsynaptic membrane (GO:0099055)"
8828	"regulation of postsynapse organization (GO:0099175)"
9378	"integral component of presynaptic membrane (GO:0099056)"
9378	"integral component of presynaptic active zone membrane (GO:0099059)"
9378	"regulation of postsynaptic density assembly (GO:0099151)"
9378	"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0150036)"
9378	"regulation of presynapse assembly (GO:1905606)"
9378	"presynapse assembly (GO:0099054)"
9378	"integral component of presynaptic membrane (GO:0099056)"
9378	"synapse adhesion between pre- and post-synapse (GO:0099560)"
9378	"regulation of synaptic vesicle cycle (GO:0098693)"
9378	"regulation of postsynaptic specialization assembly (GO:0099150)"
9378	"synapse assembly (GO:0007416)"
9379	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
9369	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
9369	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
9369	"trans-synaptic signaling (GO:0099537)"
9369	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
9369	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
9369	"postsynaptic density assembly (GO:0097107)"
4905	"synaptic vesicle cycle (GO:0099504)"
4905	"presynaptic cytosol (GO:0099523)"
27065	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
27065	"postsynaptic endosome (GO:0098845)"
26012	"postsynapse to nucleus signaling pathway (GO:0099527)"
26012	"postsynapse (GO:0098794)"
9423	"regulation of synapse assembly (GO:0051963)"
22854	"modulation of chemical synaptic transmission (GO:0050804)"
22854	"anchored component of presynaptic active zone membrane (GO:0099029)"
22854	"synapse adhesion between pre- and post-synapse (GO:0099560)"
84628	"synapse adhesion between pre- and post-synapse (GO:0099560)"
84628	"anchored component of presynaptic active zone membrane (GO:0099029)"
84628	"modulation of chemical synaptic transmission (GO:0050804)"
84628	"postsynaptic specialization assembly (GO:0098698)"
84628	"regulation of presynapse assembly (GO:1905606)"
4915	"postsynaptic membrane (GO:0045211)"
4915	"postsynapse (GO:0098794)"
4915	"trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)"
4916	"regulation of presynapse assembly (GO:1905606)"
4916	"integral component of postsynaptic membrane (GO:0099055)"
4916	"postsynaptic density assembly (GO:0097107)"
26747	"synapse (GO:0045202)"
8650	"regulation of postsynapse assembly (GO:0150052)"
8650	"postsynaptic density (GO:0014069)"
8650	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
9253	"regulation of postsynapse assembly (GO:0150052)"
8473	"regulation of synapse assembly (GO:0051963)"
8473	"postsynaptic cytosol (GO:0099524)"
8473	"presynaptic cytosol (GO:0099523)"
8473	"synapse (GO:0045202)"
8473	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
10439	"extrinsic component of synaptic membrane (GO:0099243)"
93145	"extrinsic component of synaptic membrane (GO:0099243)"
4983	"maintenance of postsynaptic specialization structure (GO:0098880)"
4983	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
4983	"regulation of synaptic vesicle endocytosis (GO:1900242)"
4983	"presynapse (GO:0098793)"
4985	"integral component of synaptic vesicle membrane (GO:0030285)"
4985	"integral component of postsynaptic density membrane (GO:0099061)"
4985	"neuronal dense core vesicle (GO:0098992)"
4985	"integral component of presynaptic membrane (GO:0099056)"
4985	"neuronal dense core vesicle (GO:0098992)"
4985	"spine apparatus (GO:0097444)"
4986	"integral component of presynaptic membrane (GO:0099056)"
4986	"integral component of synaptic vesicle membrane (GO:0030285)"
4986	"integral component of postsynaptic membrane (GO:0099055)"
4988	"integral component of postsynaptic membrane (GO:0099055)"
4988	"spine apparatus (GO:0097444)"
4988	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
4988	"integral component of presynaptic membrane (GO:0099056)"
5023	"integral component of presynaptic active zone membrane (GO:0099059)"
5023	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5023	"integral component of postsynaptic membrane (GO:0099055)"
5023	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
22953	"integral component of presynaptic active zone membrane (GO:0099059)"
22953	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
22953	"regulation of synaptic vesicle exocytosis (GO:2000300)"
22953	"neuronal dense core vesicle (GO:0098992)"
5024	"integral component of presynaptic membrane (GO:0099056)"
5024	"modulation of chemical synaptic transmission (GO:0050804)"
9127	"integral component of postsynaptic specialization membrane (GO:0099060)"
5027	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
5028	"integral component of presynaptic active zone membrane (GO:0099059)"
5028	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
5028	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5029	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5029	"integral component of presynaptic active zone membrane (GO:0099059)"
5029	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
5030	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5030	"integral component of presynaptic active zone membrane (GO:0099059)"
5030	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
26986	"synapse (GO:0045202)"
29993	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
29993	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
29993	"synaptic vesicle endocytosis (GO:0048488)"
29993	"presynaptic endocytic zone (GO:0098833)"
29993	"postsynaptic density membrane (GO:0098839)"
11252	"modulation of chemical synaptic transmission (GO:0050804)"
5048	"modulation of chemical synaptic transmission (GO:0050804)"
5048	"regulation of postsynapse organization (GO:0099175)"
5058	"postsynaptic density (GO:0014069)"
5058	"postsynapse (GO:0098794)"
5058	"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0150036)"
5058	"regulation of synapse maturation (GO:0090128)"
5062	"regulation of synapse maturation (GO:0090128)"
5063	"regulation of synapse maturation (GO:0090128)"
5058	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
5062	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
5064	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
5062	"postsynaptic density (GO:0014069)"
5063	"regulation of postsynapse organization (GO:0099175)"
5063	"postsynaptic density (GO:0014069)"
57144	"synapse (GO:0045202)"
56924	"postsynaptic density (GO:0014069)"
5073	"postsynapse (GO:0098794)"
5093	"postsynaptic density (GO:0014069)"
5094	"postsynaptic density (GO:0014069)"
65217	"presynapse (GO:0098793)"
27253	"synapse adhesion between pre- and post-synapse (GO:0099560)"
27253	"integral component of presynaptic membrane (GO:0099056)"
27253	"integral component of postsynaptic membrane (GO:0099055)"
5100	"modulation of chemical synaptic transmission (GO:0050804)"
5100	"integral component of postsynaptic membrane (GO:0099055)"
5100	"synapse (GO:0045202)"
5100	"regulation of synaptic membrane adhesion (GO:0099179)"
27445	"synaptic vesicle clustering (GO:0097091)"
27445	"structural constituent of active zone (GO:0098882)"
27445	"presynaptic active zone cytoplasmic component (GO:0098831)"
5141	"modulation of chemical synaptic transmission (GO:0050804)"
5173	"synaptic vesicle (GO:0008021)"
5173	"neuronal dense core vesicle (GO:0098992)"
5173	"neuronal dense core vesicle lumen (GO:0099013)"
5179	"synaptic signaling via neuropeptide (GO:0099538)"
5179	"synaptic vesicle lumen (GO:0034592)"
5179	"neuronal dense core vesicle lumen (GO:0099013)"
5216	"modulation of chemical synaptic transmission (GO:0050804)"
5216	"presynapse (GO:0098793)"
5216	"postsynapse (GO:0098794)"
5216	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
5216	"synapse maturation (GO:0060074)"
5217	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
5217	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
5217	"postsynapse (GO:0098794)"
5217	"presynapse (GO:0098793)"
5217	"modulation of chemical synaptic transmission (GO:0050804)"
5245	"extrinsic component of presynaptic active zone membrane (GO:0098891)"
5245	"synapse (GO:0045202)"
5245	"postsynaptic density (GO:0014069)"
11331	"presynaptic active zone (GO:0048786)"
11331	"postsynaptic density (GO:0014069)"
8301	"postsynapse (GO:0098794)"
8301	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
8301	"synaptic vesicle endocytosis (GO:0048488)"
9463	"synaptic vesicle (GO:0008021)"
9463	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
9463	"postsynaptic specialization (GO:0099572)"
9463	"postsynaptic endocytic zone (GO:0098843)"
5300	"regulation protein catabolic process at postsynapse (GO:0140252)"
5300	"postsynaptic cytosol (GO:0099524)"
23396	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
23396	"postsynaptic density (GO:0014069)"
23396	"presynaptic endocytic zone membrane (GO:0098835)"
23396	"regulation of synaptic vesicle endocytosis (GO:1900242)"
5327	"extrasynaptic space (GO:0099544)"
5327	"postsynapse (GO:0098794)"
5327	"trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)"
5327	"neuronal dense core vesicle (GO:0098992)"
23236	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
23236	"regulation of retrograde trans-synaptic signaling by endocanabinoid (GO:0099178)"
23236	"postsynaptic cytosol (GO:0099524)"
5330	"neuronal dense core vesicle (GO:0098992)"
5331	"postsynaptic cytosol (GO:0099524)"
5332	"postsynaptic SER"
5332	"modulation of chemical synaptic transmission (GO:0050804)"
5332	"postsynaptic density (GO:0014069)"
5335	"modulation of chemical synaptic transmission (GO:0050804)"
345557	"synapse (GO:0045202)"
5337	"synapse (GO:0045202)"
5337	"regulation of synaptic vesicle cycle (GO:0098693)"
54477	"postsynaptic density (GO:0014069)"
57449	"regulation protein catabolic process at presynapse (GO:0140251)"
5340	"trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)"
9890	"integral component of postsynaptic density membrane (GO:0099061)"
5358	"structural constituent of presynaptic actin cytoskeleton (GO:0098699)"
5358	"regulation of synaptic vesicle cycle (GO:0098693)"
91584	"maintenance of synapse structure (GO:0099558)"
10154	"regulation of synapse disassembly (GO:1905806)"
23129	"synaptic target recognition (GO:0008039)"
25953	"presynaptic cytosol (GO:0099523)"
64840	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
27068	"synapse (GO:0045202)"
8500	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
8500	"spine apparatus (GO:0097444)"
8500	"presynapse assembly (GO:0099054)"
8499	"presynapse assembly (GO:0099054)"
8541	"presynapse assembly (GO:0099054)"
8497	"presynapse assembly (GO:0099054)"
8499	"presynaptic membrane (GO:0042734)"
8499	"synapse (GO:0045202)"
8499	"structural constituent of presynapse (GO:0099181)"
8499	"synaptic vesicle (GO:0008021)"
8499	"postsynaptic specialization (GO:0099572)"
8499	"presynaptic cytosol (GO:0099523)"
8499	"regulation of synaptic vesicle exocytosis (GO:2000300)"
8541	"synapse (GO:0045202)"
8541	"presynaptic active zone cytoplasmic component (GO:0098831)"
8541	"synaptic vesicle exocytosis (GO:0016079)"
8541	"presynaptic active zone (GO:0048786)"
8541	"synaptic vesicle docking (GO:0016081)"
8497	"synapse (GO:0045202)"
8497	"presynapse (GO:0098793)"
8495	"presynapse (GO:0098793)"
8495	"regulation of synapse assembly (GO:0051963)"
57460	"synapse (GO:0045202)"
5499	"postsynapse (GO:0098794)"
5499	"presynapse (GO:0098793)"
5501	"presynapse (GO:0098793)"
5501	"postsynapse (GO:0098794)"
84152	"postsynapse (GO:0098794)"
55607	"postsynaptic density (GO:0014069)"
55607	"modulation of chemical synaptic transmission (GO:0050804)"
55607	"postsynaptic actin cytoskeleton organization (GO:0098974)"
55607	"postsynaptic actin cytoskeleton (GO:0098871)"
55607	"presynapse (GO:0098793)"
84687	"postsynaptic density (GO:0014069)"
5515	"synapse (GO:0045202)"
5518	"synapse (GO:0045202)"
5519	"synapse (GO:0045202)"
5520	"synapse (GO:0045202)"
5530	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
5530	"synapse (GO:0045202)"
5532	"regulation of synaptic vesicle endocytosis (GO:1900242)"
5532	"synapse (GO:0045202)"
5533	"presynaptic cytosol (GO:0099523)"
5533	"regulation of synaptic vesicle endocytosis (GO:1900242)"
5533	"presynaptic cytosol (GO:0099523)"
5534	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
5534	"synapse (GO:0045202)"
5534	"regulation of synaptic vesicle cycle (GO:0098693)"
5534	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
5534	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
5566	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
5566	"postsynapse (GO:0098794)"
5566	"presynapse (GO:0098793)"
5573	"synapse (GO:0045202)"
5575	"modulation of chemical synaptic transmission (GO:0050804)"
5575	"regulation of synaptic vesicle cycle (GO:0098693)"
5575	"synapse (GO:0045202)"
5575	"postsynapse (GO:0098794)"
5576	"synapse (GO:0045202)"
5576	"modulation of chemical synaptic transmission (GO:0050804)"
5577	"postsynapse (GO:0098794)"
5577	"modulation of chemical synaptic transmission (GO:0050804)"
5577	"postsynapse (GO:0098794)"
5578	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5578	"presynaptic cytosol (GO:0099523)"
5579	"presynaptic cytosol (GO:0099523)"
5579	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5580	"postsynaptic cytosol (GO:0099524)"
5581	"regulation of presynaptic dense core vesicle exocytosis (GO:0099161)"
5581	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
5581	"presynaptic cytosol (GO:0099523)"
5582	"regulation of synaptic vesicle exocytosis (GO:2000300)"
5582	"presynaptic cytosol (GO:0099523)"
5582	"postsynaptic cytosol (GO:0099524)"
5584	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
5590	"postsynaptic density (GO:0014069)"
5590	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
5071	"regulation of synaptic vesicle endocytosis (GO:1900242)"
