"EntrezID_Human"	"go_name"
1144	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
1145	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
1145	"integral component of postsynaptic specialization membrane (GO:0099060)"
1145	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
1146	"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)"
1182	"integral component of synaptic vesicle membrane (GO:0030285)"
1182	"integral component of postsynaptic membrane (GO:0099055)"
1182	"synaptic vesicle proton loading (GO:0097401)"
7123	"presynapse assembly (GO:0099054)"
10143	"presynapse assembly (GO:0099054)"
1209	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
22883	"postsynaptic endosome (GO:0098845)"
22883	"regulation of synapse maturation (GO:0090128)"
22883	"neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)"
22883	"integral component of spine apparatus membrane (GO:0099065)"
22883	"integral component of postsynaptic density membrane (GO:0099061)"
64084	"integral component of postsynaptic density membrane (GO:0099061)"
9746	"regulation of presynapse assembly (GO:1905606)"
9746	"integral component of postsynaptic density membrane (GO:0099061)"
1211	"synaptic vesicle membrane (GO:0030672)"
1211	"postsynaptic endocytic zone (GO:0098843)"
1211	"presynaptic endocytic zone membrane (GO:0098835)"
1212	"presynaptic endocytic zone membrane (GO:0098835)"
1212	"synaptic vesicle membrane (GO:0030672)"
1213	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
1213	"synaptic vesicle endocytosis (GO:0048488)"
1213	"presynaptic endocytic zone membrane (GO:0098835)"
1191	"synapse (GO:0045202)"
254263	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
254263	"integral component of postsynaptic density membrane (GO:0099061)"
149111	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
22866	"extrinsic component of postsynaptic density membrane (GO:0099147)"
22866	"postsynapse organization (GO:0099173)"
1266	"postsynapse (GO:0098794)"
1268	"regulation of ATP metabolic process in the presynapse"
1268	"retrograde trans-synaptic signaling by endocannabinoid (GO:0098921)"
1268	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
1268	"integral component of presynaptic membrane (GO:0099056)"
1272	"anchored component of postsynaptic membrane (GO:0099025)"
1272	"anchored component of presynaptic membrane (GO:0099026)"
6900	"anchored component of postsynaptic membrane (GO:0099025)"
53942	"presynapse assembly (GO:0099054)"
53942	"anchored component of presynaptic membrane (GO:0099026)"
27255	"anchored component of presynaptic membrane (GO:0099026)"
27255	"presynapse (GO:0098793)"
8506	"presynaptic active zone (GO:0048786)"
8506	"regulation of synapse maturation (GO:0090128)"
26047	"integral component of presynaptic membrane (GO:0099056)"
26047	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
85445	"regulation of synapse organization (GO:0050807)"
85445	"modulation of chemical synaptic transmission (GO:0050804)"
85445	"integral component of presynaptic membrane (GO:0099056)"
1312	"neurotransmitter catabolic process (GO:0042135)"
1312	"postsynapse (GO:0098794)"
11151	"synapse (GO:0045202)"
64506	"regulation of translation at synapse, modulating synaptic transmission (GO:0099547)"
64506	"postsynapse (GO:0098794)"
64506	"postsynaptic density (GO:0014069)"
64506	"modulation of chemical synaptic transmission (GO:0050804)"
132864	"presynapse (GO:0098793)"
132864	"postsynapse (GO:0098794)"
132864	"regulation of translation at synapse, modulating synaptic transmission (GO:0099547)"
22849	"postsynapse (GO:0098794)"
80315	"postsynapse (GO:0098794)"
10815	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
10815	"presynapse (GO:0098793)"
10815	"postsynapse (GO:0098794)"
10815	"regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0099145)"
10814	"presynapse (GO:0098793)"
10814	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
10814	"postsynapse (GO:0098794)"
594855	"regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)"
594855	"anchored component of synaptic vesicle membrane (GO:0098993)"
594855	"anchored component of presynaptic active zone membrane (GO:0099029)"
9362	"postsynaptic actin cytoskeleton organization (GO:0098974)"
53981	"postsynapse (GO:0098794)"
126129	"integral component of postsynaptic ER membrane"
126129	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
9419	"postsynaptic density, intracellular component (GO:0099092)"
9419	"regulation of postsynaptic density assembly (GO:0099151)"
1398	"postsynaptic specialization assembly (GO:0098698)"
1399	"postsynaptic specialization assembly (GO:0098698)"
1399	"extrinsic component of postsynaptic membrane (GO:0098890)"
23373	"postsynapse to nucleus signaling pathway (GO:0099527)"
23373	"postsynaptic density (GO:0014069)"
1460	"regulation of synapse organization (GO:0050807)"
1460	"presynaptic cytosol (GO:0099523)"
10675	"regulation of synaptic vesicle exocytosis (GO:2000300)"
10675	"integral component of postsynaptic membrane (GO:0099055)"
1487	"presynaptic active zone cytoplasmic component (GO:0098831)"
1487	"synaptic vesicle clustering (GO:0097091)"
1487	"presynaptic active zone cytoplasmic component (GO:0098831)"
1487	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
1487	"presynapse to nucleus signaling pathway (GO:0099526)"
1487	"synaptic vesicle endocytosis (GO:0048488)"
1488	"synaptic vesicle docking (GO:0016081)"
1488	"presynaptic active zone cytoplasmic component (GO:0098831)"
1488	"structural constituent of active zone (GO:0098882)"
1488	"presynaptic active zone cytoplasmic component (GO:0098831)"
1488	"presynaptic cytosol (GO:0099523)"
1496	"extrinsic component of postsynaptic membrane (GO:0098890)"
1496	"extrinsic component of presynaptic membrane (GO:0098888)"
1496	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
1496	"presynaptic active zone cytoplasmic component (GO:0098831)"
1496	"postsynaptic density, intracellular component (GO:0099092)"
1499	"presynaptic active zone cytoplasmic component (GO:0098831)"
1499	"postsynaptic density, intracellular component (GO:0099092)"
1499	"presynaptic membrane (GO:0042734)"
1499	"postsynaptic membrane (GO:0045211)"
1499	"synaptic vesicle clustering (GO:0097091)"
1499	"regulation of synapse assembly (GO:0051963)"
1500	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
1500	"postsynaptic density, intracellular component (GO:0099092)"
1500	"presynaptic active zone cytoplasmic component (GO:0098831)"
1501	"structural constituent of postsynaptic density (GO:0098919)"
1501	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
1501	"postsynaptic density (GO:0014069)"
1509	"presynaptic endosome (GO:0098830)"
2017	"postsynaptic actin cytoskeleton (GO:0098871)"
2017	"modification of postsynaptic structure (GO:0099010)"
2017	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
2017	"postsynapse (GO:0098794)"
83992	"regulation of synapse organization (GO:0050807)"
83992	"postsynaptic actin cytoskeleton (GO:0098871)"
83992	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
8452	"regulation protein catabolic process at postsynapse (GO:0140252)"
23191	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
23191	"regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)"
23191	"postsynapse (GO:0098794)"
26999	"synapse (GO:0045202)"
9267	"extrinsic component of presynaptic membrane (GO:0098888)"
9267	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
9266	"postsynapse (GO:0098794)"
9266	"extrinsic component of postsynaptic specialization membrane (GO:0098892)"
51339	"postsynapse (GO:0098794)"
51339	"regulation of postsynapse organization (GO:0099175)"
1605	"retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)"
1605	"regulation of synapse organization (GO:0050807)"
1605	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
1605	"postsynaptic cytosol (GO:0099524)"
747	"integral component of postsynaptic membrane (GO:0099055)"
747	"retrograde trans-synaptic signaling by endocannabinoid (GO:0098921)"
1612	"postsynaptic density (GO:0014069)"
1627	"postsynaptic actin cytoskeleton (GO:0098871)"
1627	"postsynaptic density (GO:0014069)"
1627	"postsynaptic cytosol (GO:0099524)"
1627	"postsynaptic membrane (GO:0045211)"
1627	"postsynaptic actin cytoskeleton organization (GO:0098974)"
28988	"postsynaptic actin cytoskeleton organization (GO:0098974)"
28988	"presynapse (GO:0098793)"
28988	"structural constituent of postsynaptic actin cytoskeleton (GO:0098973)"
28988	"postsynapse (GO:0098794)"
1630	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
1630	"integral component of postsynaptic density membrane (GO:0099061)"
54487	"postsynaptic density (GO:0014069)"
1607	"extrinsic component of postsynaptic density membrane (GO:0099147)"
1607	"regulation of postsynapse organization (GO:0099175)"
1607	"modulation of chemical synaptic transmission (GO:0050804)"
8526	"modulation of chemical synaptic transmission (GO:0050804)"
9162	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
9162	"extrinsic component of presynaptic active zone membrane (GO:0098891)"
9162	"extrinsic component of postsynaptic density membrane (GO:0099147)"
9162	"synaptic vesicle (GO:0008021)"
1609	"postsynapse (GO:0098794)"
1609	"presynapse (GO:0098793)"
1609	"regulation of synaptic vesicle endocytosis (GO:1900242)"
8525	"maintenance of postsynaptic density structure (GO:0099562)"
8525	"postsynaptic density (GO:0014069)"
1729	"synaptic vesicle endocytosis (GO:0048488)"
23405	"postsynaptic density, intracellular component (GO:0099092)"
27185	"presynapse (GO:0098793)"
27185	"postsynaptic density (GO:0014069)"
27185	"regulation of postsynapse organization (GO:0099175)"
1739	"postsynaptic density, intracellular component (GO:0099092)"
1739	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
1739	"structural constituent of postsynaptic density (GO:0098919)"
1740	"structural constituent of postsynaptic density (GO:0098919)"
1740	"anchored component of postsynaptic density membrane (GO:0099031)"
1740	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
1741	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
1741	"structural constituent of postsynaptic density (GO:0098919)"
1741	"postsynaptic density, intracellular component (GO:0099092)"
1742	"anchored component of postsynaptic density membrane (GO:0099031)"
1742	"structural constituent of postsynaptic density (GO:0098919)"
1742	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
9231	"postsynapse organization (GO:0099173)"
9231	"postsynaptic density (GO:0014069)"
9229	"modulation of chemical synaptic transmission (GO:0050804)"
9229	"postsynaptic density, intracellular component (GO:0099092)"
9229	"structural constituent of postsynaptic density (GO:0098919)"
9228	"postsynaptic density, intracellular component (GO:0099092)"
9228	"modulation of chemical synaptic transmission (GO:0050804)"
9228	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
58512	"modulation of chemical synaptic transmission (GO:0050804)"
58512	"postsynaptic specialization (GO:0099572)"
58512	"modification of synaptic structure (GO:0099563)"
22839	"postsynaptic specialization (GO:0099572)"
1756	"postsynaptic specialization (GO:0099572)"
23312	"regulation of proton loading (GO:1901546)"
23312	"synaptic vesicle (GO:0008021)"
23312	"neuronal dense core vesicle (GO:0098992)"
3337	"postsynapse (GO:0098794)"
3337	"postsynaptic density (GO:0014069)"
80331	"regulation of synaptic vesicle cycle (GO:0098693)"
80331	"presynaptic chaperone-mediated protein folding"
80331	"anchored component of synaptic vesicle membrane (GO:0098993)"
80331	"regulation of synaptic vesicle cycle (GO:0098693)"
9829	"synaptic vesicle uncoating (GO:0016191)"
9829	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
1759	"presynaptic endocytic zone membrane (GO:0098835)"
1759	"synaptic vesicle endocytosis (GO:0048488)"
1759	"modulation of chemical synaptic transmission (GO:0050804)"
10059	"synaptic vesicle endocytosis (GO:0048488)"
10059	"presynaptic endocytic zone membrane (GO:0098835)"
10059	"synaptic vesicle membrane (GO:0030672)"
1785	"postsynaptic density, intracellular component (GO:0099092)"
1785	"synaptic vesicle endocytosis (GO:0048488)"
26052	"presynapse (GO:0098793)"
26052	"structural constituent of postsynapse (GO:0099186)"
26052	"synaptic vesicle endocytosis (GO:0048488)"
26052	"postsynaptic endocytic zone membrane (GO:0098844)"
26052	"presynaptic dense core vesicle exocytosis (GO:0099525)"
1759	"presynaptic dense core vesicle exocytosis (GO:0099525)"
1785	"presynaptic dense core vesicle exocytosis (GO:0099525)"
8448	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
8448	"calcium-dependent activation of synaptic vesicle fusion (GO:0099502)"
8447	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
8447	"calcium-dependent activation of synaptic vesicle fusion (GO:0099502)"
1793	"synaptic vesicle clustering (GO:0097091)"
1793	"presynapse (GO:0098793)"
55619	"postsynapse (GO:0098794)"
85440	"postsynaptic specialization assembly (GO:0098698)"
1808	"transport"
1808	"presynapse (GO:0098793)"
1809	"synapse (GO:0045202)"
1812	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
